Interior Temperature 1, Interior Temperature 2, Exterior Temperature, Pressure, Humidity, GPS Time, Altitude, Latitude, Longitude, Number of GPS Satellites, Acceleration (x), Acceleration (y), Acceleration (z), Rotation Rate (x), Rotation Rate (y), Rotation Rate (z), Magnetic Field (x), Magnetic Field (y), Magnetic Field (z), Pitch, Roll, Yaw, Time Since Reset, Data Logging Status, Data Filename, Data Age, Relay States
85.3249969482, 83.75, 78.5749969482, 11.8237515765, 26.8979492188, 2019-09-01 15:52:46, 6164.9608272, 37.6257984, -104.778464, 7, 0.0335499979556, -0.0263519994915, 1.00546300411, 0.577499985695, 3.16750001907, 0.402500003576, 0.254660010338, 0.333340018988, -0.258020013571, -1.91046416759, -1.50131094456, 51.698551178, 7817.876, True, DATA046.CSV, 4.13, (False, False, False, False)
85.2124938965, 83.8625030518, 78.6875, 11.823425241, 26.8979492188, 2019-09-01 15:53:18, 6158.7272312, 37.6257856, -104.7784512, 7, 0.0328180007637, -0.0295850001276, 1.00247395039, 0.761250019073, 2.77375006676, 0.288749992847, 0.255219995975, 0.337960004807, -0.24864000082, -1.87420737743, -1.69042170048, 51.3792991638, 7849.269, True, DATA046.CSV, 5.688, (False, False, False, False)
85.2124938965, 83.8625030518, 78.5749969482, 11.8223737155, 26.8598022461, 2019-09-01 15:53:55, 6155.1183072, 37.6257824, -104.7784128, 6, 0.0332450009882, -0.0280600003898, 1.00595092773, 0.647499978542, 2.87000012398, 0.288749992847, 0.251159995794, 0.336140006781, -0.229880005121, -1.89210546017, -1.59779441357, 51.0866661072, 7887.474, True, DATA046.CSV, 0.767, (False, False, False, False)
85.0999984741, 83.8625030518, 78.5749969482, 11.823135165, 26.7453613281, 2019-09-01 15:54:27, 6155.7744752, 37.6257664, -104.7784128, 7, 0.0351970009506, -0.0277549996972, 1.00674402714, 0.665000021458, 2.83500003815, 0.402500003576, 0.255080014467, 0.336980015039, -0.246680006385, -2.00155496597, -1.5791913271, 51.4442253113, 7918.474, True, DATA046.CSV, 3.03, (False, False, False, False)
85.0999984741, 83.8625030518, 78.5749969482, 11.8235340195, 26.7301025391, 2019-09-01 15:54:57, 6171.1944232, 37.6257984, -104.7784576, 7, 0.0310490000993, -0.0270840004086, 1.0044260025, 0.682500004768, 2.78250002861, 0.332500010729, 0.254380017519, 0.332080006599, -0.252420008183, -1.76993095875, -1.54458653927, 51.7728462219, 7948.789, True, DATA046.CSV, 5.864, (False, False, False, False)
84.9875030518, 83.75, 78.5749969482, 11.823280203, 26.6309204102, 2019-09-01 15:55:34, 6197.1130592, 37.625696, -104.7784512, 7, 0.0353190004826, -0.0284869987518, 1.00741493702, 0.446249991655, 2.84375, 0.472499996424, 0.250880002975, 0.331800013781, -0.263900011778, -2.00711107254, -1.61973953247, 51.4135856628, 7985.943, True, DATA046.CSV, 1.882, (False, False, False, False)
85.0999984741, 83.75, 78.5749969482, 11.8230263865, 26.6461791992, 2019-09-01 15:56:04, 6216.4700152, 37.6257056, -104.7783744, 7, 0.0320249982178, -0.0293409992009, 1.00820803642, 0.463750004768, 2.75624990463, 0.411249995232, 0.249480009079, 0.328860014677, -0.251159995794, -1.81857764721, -1.66695845127, 51.5047035217, 8015.398, True, DATA046.CSV, 5.618, (False, False, False, False)
85.2124938965, 83.6374969482, 78.5749969482, 11.8232439435, 26.6995849609, 2019-09-01 15:56:42, 6178.7403552, 37.6257472, -104.7784256, 7, 0.0303169991821, -0.0288529992104, 1.00107097626, 0.560000002384, 2.7650001049, 0.166250005364, 0.246260002255, 0.333480000496, -0.243320003152, -1.73392796516, -1.65092945099, 50.7641983032, 8054.136, True, DATA046.CSV, 0.0, (False, False, False, False)
85.2124938965, 83.75, 78.5749969482, 11.8225912725, 26.7072143555, 2019-09-01 15:57:14, 6184.9739512, 37.62576, -104.7784256, 7, 0.0309269987047, -0.026778999716, 1.00369393826, 0.59500002861, 2.82625007629, 0.183750003576, 0.246959999204, 0.328999996185, -0.24892000854, -1.76427900791, -1.52831423283, 51.2132949829, 8085.865, True, DATA046.CSV, 1.516, (False, False, False, False)
85.0999984741, 83.8625030518, 78.5749969482, 11.8231714245, 26.6766967773, 2019-09-01 15:57:44, 6179.7246072, 37.6257664, -104.7784704, 7, 0.0320859998465, -0.0279989987612, 1.00601196289, 0.603749990463, 2.94000005722, 0.262499988079, 0.245280012488, 0.332920014858, -0.24472001195, -1.82607996464, -1.59422588348, 50.7010612488, 8115.426, True, DATA046.CSV, 5.121, (False, False, False, False)
